109,meditate,v. 想， 考虑， 计划
110,mimic,vt. 模仿，摹拟 n. 效颦者，模仿者；仿制品；小丑
111,mint,n. 薄荷，造币厂，巨额 vt. 铸造，铸币，伪造 adj.薄荷的，造币厂的，无损坏的
112,mirth,n. 欢乐， 欢笑
113,monochromatic,adj. 单色的，一色的
114,morbid,adj. 病态的， 不正常的
115,mosaic,adj. 摩西的 n. 马赛克， 镶嵌细工， 镶木细工
116,mosque,n. 清真寺
117,mumble,v. 喃喃而语， 咕哝 n. 喃喃而语， 咕哝
118,mutter,n. 喃喃低语 v. 喃喃自语， 作低沉声， 出怨言
119,myopic,adj. 近视的，缺乏远见的
120,nonentity,n. 不存在， 非实在， 虚无，不重要
121,noxious,adj. 有害的， 有毒的
122,obloquy,n. 漫骂， 叱骂， 毁谤
123,pandemonium,n. 混战场， 喧哗吵闹
124,paradigm,n. 例子，模范，词形变化表
125,pariah,n. 南印度的最下级民， 贱民，被社会遗弃者
126,peeve,v. 气恼， 怨恨
127,pen,n. 钢笔 v. 圈进
128,peripatetic,n. 巡行者， 巡游 adj. 巡游的，漫游的 Peripatetic: n. 亚里士多德信徒 adj. 亚里士多德学派的
129,peroration,n. 结语， 结论， 作结
130,petition,n. 祈求，请愿书，诉状 vi. 请愿，祈求 vt. 向...请愿或祈求
131,pique,n. 生气， 愤怒  v. 伤害...自尊心， 激怒，刺激
132,pitiless,adj. 无情的， 冷酷的， 无怜悯心的
133,plateau,n. 高原;平稳;稳定状态 vi. 到达平稳阶段
134,plentitude,n. 充分， 充足
135,polarize,vt. 极化(使...偏振化，使...两极分化)
136,precipitate,vt. 使...陷入，促成，使...沉淀， 猛摔 n. 沉淀物， 冷凝物 adj. 仓促的， 迅猛的， 感情用事的
137,primp,v. (妇女)刻意打扮
138,profane,adj. 亵渎的，不敬神的，世俗的 vt. 亵渎， 玷污
139,protract,vt. 延长， 托长， 伸出
140,pulchritude,n. 美丽
141,qualify,vt. 取得资格，有资格，限定，描述 vi. 取得资格， 有资格
142,quash,vt.[法]废除，使无效； 捣碎，压碎； 平息，镇压
143,rave,n. 狂吼， 狂暴 v. 愤怒地说， 叫嚷， 咆哮
144,raze,vt. 摧毁，消除， 抹去
145,refreshing,adj. 使清爽的， 有精神的 动词refresh的现在分词形式
146,regimen,n. 养生法， 生活规则，训练课程，统治，制度
147,rehabilitate,vt. 改造， 使康复， 使恢复（名誉等）
148,religion,n. 宗教;宗教信仰
149,repine,v. 不满， 心中抱怨
150,reserved,v. 保留(预定，推迟) adj. 保留的(预订的，冷淡的，缄默)
151,resonant,adj. 共鸣的， 反响的
152,resourceful,adj. 资源(人力、物力)丰富的; 有机智的; 多策略的，足智多谋的
153,resurgence,n. 再起， 复活， 再现
154,retainer,n. 保持者，仆人，定位器 [牙科]牙架 n. （律师、顾问等的）聘金
155,retrograde,adj. 后退的， 倒退的， 退步的 vi. 倒退， 退步， 逆行 adv. 后退地
156,revolt,n. 叛乱，反抗，反感 vi. 叛乱，起反感 vt. 使...恶心
157,rigmarole,n. 冗长无聊的废话
158,rite,n. 仪式， 典礼
159,rookie,n. 新手
160,sanction,n. 核准，处罚，约束力 v. 制定制裁规则，认许，核准
161,saturate,v. 使渗透， 浸， 使饱和 adj. 浸透的， 饱度高的， 深颜色的
162,secular,n. 牧师，凡人 adj. 世俗的，现世的，不朽的
163,serried,adj. 密集的，林立的，拥挤的 动词serry的过去式和过去分词形式
164,shifty,adj. 诡诈的
165,skirmish,n. 前哨战， 小争斗， 小冲突 vi. 参与小争斗
166,sneer,n. 冷笑， 嘲笑 v. 嘲笑， 冷笑
167,somber,adj. 微暗的， 阴天的， 阴森的，忧郁的，严肃的，严峻的
168,sop,n. 面包片；湿透的东西；懦夫；小贿赂  vt. 吸水；浸湿；贿赂  vi. 湿透；渗透
169,sparing,adj. 节约的(不足的，防护的)
170,spartan,adj. 斯巴达的；斯巴达式的；（生活方式）简朴的，清苦的。 n. 斯巴达人；勇士
171,spat,n. 贝卵， 蚝卵， 蚝仔 n. 鞋罩 n. 小争吵，轻打声， 轻拍 v. 轻轻拍打，发生小争吵 spit的过去式和过去分词
172,splutter,n. 杂乱而仓促的话， 杂乱的声音
173,steep,adj. 险峻的， 陡峭的， (价格)过高的 vt. &amp;vi. 浸泡，浸透， 使精通 n. 陡坡， 险峻的境地
174,stitch,n. 一针，疼痛，碎布条 vt.&amp; vi. 缝合
175,stonewall,v. 阻碍议事， 妨碍，[体]打防守球
176,strength,n. 力量，力气，长处，强度
177,subterfuge,n. 遁辞， 藉口， 托辞
178,succor,n. 救援， 援助者
179,swill,v. 冲洗， 痛饮 n. 冲洗，猪饲料
180,teetotalism,n. 绝对禁酒
181,tepid,adj. 微温的，不热心的
182,torpor,n. 麻木， 无感觉， 不活泼
183,tortuous,adj. 弯曲的， 曲折的，转弯抹角的
184,transgress,vt. 越过(违反，越界，违法)
185,transitory,adj. 暂时的，瞬息的， 短暂的， 片刻的
186,trenchant,adj. 锐利的， 尖刻的， 苛刻的，清晰的
187,trivial,adj. 琐碎的， 不重要的
188,truant,n. 懒惰鬼， 旷课者 adj. 偷懒的， 旷课的， 游荡的 v. 偷懒， 旷课
189,truce,n. 休战，(争执，烦恼等的)缓和 v. 以停战结束
190,truss,vt. 束紧，用桁架支撑 n. (干草的)一捆， 一束， 构架
191,typo,n. 打字排版错误
192,urbane,adj. 温文尔雅的， 懂礼的
193,vacillate,vi. 游移不定， 踌躇， 犹豫
194,verisimilar,adj. 似真的(可能的)
195,vernacular,n. 本地话， 方言，（动植物的）俗名 adj. 地方的， 地方语的，白话的
196,virtuoso,n. 艺术能手，演艺精湛的人
197,voluble,adj. 健谈的，流畅的，易旋转的
198,vulnerable,adj. 易受伤害的， 有弱点的
199,wastrel,n. 挥霍无度的人，败家子，流浪汉，浪荡子
200,wiretap,n. 窃听或偷录，窃听装置 v. 窃听
